sampleid	env	subject	bodysite	dataset
Mid.vagina__682449369	Mid vagina	682449369	Mid vagina	HMP
Palatine.Tonsils__682449369	Palatine Tonsils	682449369	Palatine Tonsils	HMP
Posterior.fornix__682449369	Posterior fornix	682449369	Posterior fornix	HMP
R_Antecubital.fossa__682449369	R_Antecubital fossa	682449369	R_Antecubital fossa	HMP
Retroauricular.crease__682449369	Retroauricular crease	682449369	Retroauricular crease	HMP
Saliva__682449369	Saliva	682449369	Saliva	HMP
Stool__682449369	Stool	682449369	Stool	HMP
Subgingival.plaque__682449369	Subgingival plaque	682449369	Subgingival plaque	HMP
Supragingival.plaque__682449369	Supragingival plaque	682449369	Supragingival plaque	HMP
Throat__682449369	Throat	682449369	Throat	HMP
Tongue.dorsum__682449369	Tongue dorsum	682449369	Tongue dorsum	HMP
Vaginal.introitus__682449369	Vaginal introitus	682449369	Vaginal introitus	HMP
Anterior.nares__706846339	Anterior nares	706846339	Anterior nares	HMP
Mid.vagina__706846339	Mid vagina	706846339	Mid vagina	HMP
Stool__706846339	Stool	706846339	Stool	HMP
Attached.Keratinized.gingiva__737052003	Attached/Keratinized gingiva	737052003	Attached/Keratinized gingiva	HMP
Buccal.mucosa__737052003	Buccal mucosa	737052003	Buccal mucosa	HMP
Hard.palate__737052003	Hard palate	737052003	Hard palate	HMP
Mid.vagina__737052003	Mid vagina	737052003	Mid vagina	HMP
Palatine.Tonsils__737052003	Palatine Tonsils	737052003	Palatine Tonsils	HMP
Posterior.fornix__737052003	Posterior fornix	737052003	Posterior fornix	HMP
Saliva__737052003	Saliva	737052003	Saliva	HMP
Stool__737052003	Stool	737052003	Stool	HMP
Subgingival.plaque__737052003	Subgingival plaque	737052003	Subgingival plaque	HMP
Supragingival.plaque__737052003	Supragingival plaque	737052003	Supragingival plaque	HMP
Throat__737052003	Throat	737052003	Throat	HMP
Tongue.dorsum__737052003	Tongue dorsum	737052003	Tongue dorsum	HMP
Vaginal.introitus__737052003	Vaginal introitus	737052003	Vaginal introitus	HMP
Anterior.nares__739574095	Anterior nares	739574095	Anterior nares	HMP
L_Antecubital.fossa__739574095	L_Antecubital fossa	739574095	L_Antecubital fossa	HMP
Mid.vagina__739574095	Mid vagina	739574095	Mid vagina	HMP
R_Antecubital.fossa__739574095	R_Antecubital fossa	739574095	R_Antecubital fossa	HMP
Stool__739574095	Stool	739574095	Stool	HMP
Vaginal.introitus__739574095	Vaginal introitus	739574095	Vaginal introitus	HMP
Anterior.nares__763395383	Anterior nares	763395383	Anterior nares	HMP
Attached.Keratinized.gingiva__763395383	Attached/Keratinized gingiva	763395383	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763395383	Buccal mucosa	763395383	Buccal mucosa	HMP
Hard.palate__763395383	Hard palate	763395383	Hard palate	HMP
Palatine.Tonsils__763395383	Palatine Tonsils	763395383	Palatine Tonsils	HMP
Saliva__763395383	Saliva	763395383	Saliva	HMP
Stool__763395383	Stool	763395383	Stool	HMP
Subgingival.plaque__763395383	Subgingival plaque	763395383	Subgingival plaque	HMP
Supragingival.plaque__763395383	Supragingival plaque	763395383	Supragingival plaque	HMP
Throat__763395383	Throat	763395383	Throat	HMP
Anterior.nares__763456073	Anterior nares	763456073	Anterior nares	HMP
Attached.Keratinized.gingiva__763456073	Attached/Keratinized gingiva	763456073	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763456073	Buccal mucosa	763456073	Buccal mucosa	HMP
Hard.palate__763456073	Hard palate	763456073	Hard palate	HMP
Mid.vagina__763456073	Mid vagina	763456073	Mid vagina	HMP
Palatine.Tonsils__763456073	Palatine Tonsils	763456073	Palatine Tonsils	HMP
Posterior.fornix__763456073	Posterior fornix	763456073	Posterior fornix	HMP
Retroauricular.crease__763456073	Retroauricular crease	763456073	Retroauricular crease	HMP
Saliva__763456073	Saliva	763456073	Saliva	HMP
Stool__763456073	Stool	763456073	Stool	HMP
Subgingival.plaque__763456073	Subgingival plaque	763456073	Subgingival plaque	HMP
Supragingival.plaque__763456073	Supragingival plaque	763456073	Supragingival plaque	HMP
Throat__763456073	Throat	763456073	Throat	HMP
Tongue.dorsum__763456073	Tongue dorsum	763456073	Tongue dorsum	HMP
Vaginal.introitus__763456073	Vaginal introitus	763456073	Vaginal introitus	HMP
Anterior.nares__763476303	Anterior nares	763476303	Anterior nares	HMP
Attached.Keratinized.gingiva__763476303	Attached/Keratinized gingiva	763476303	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763476303	Buccal mucosa	763476303	Buccal mucosa	HMP
Hard.palate__763476303	Hard palate	763476303	Hard palate	HMP
L_Antecubital.fossa__763476303	L_Antecubital fossa	763476303	L_Antecubital fossa	HMP
Palatine.Tonsils__763476303	Palatine Tonsils	763476303	Palatine Tonsils	HMP
R_Antecubital.fossa__763476303	R_Antecubital fossa	763476303	R_Antecubital fossa	HMP
Retroauricular.crease__763476303	Retroauricular crease	763476303	Retroauricular crease	HMP
Saliva__763476303	Saliva	763476303	Saliva	HMP
Stool__763476303	Stool	763476303	Stool	HMP
Subgingival.plaque__763476303	Subgingival plaque	763476303	Subgingival plaque	HMP
Supragingival.plaque__763476303	Supragingival plaque	763476303	Supragingival plaque	HMP
Throat__763476303	Throat	763476303	Throat	HMP
Tongue.dorsum__763476303	Tongue dorsum	763476303	Tongue dorsum	HMP
Anterior.nares__763516763	Anterior nares	763516763	Anterior nares	HMP
Attached.Keratinized.gingiva__763516763	Attached/Keratinized gingiva	763516763	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763516763	Buccal mucosa	763516763	Buccal mucosa	HMP
Hard.palate__763516763	Hard palate	763516763	Hard palate	HMP
L_Antecubital.fossa__763516763	L_Antecubital fossa	763516763	L_Antecubital fossa	HMP
Palatine.Tonsils__763516763	Palatine Tonsils	763516763	Palatine Tonsils	HMP
R_Antecubital.fossa__763516763	R_Antecubital fossa	763516763	R_Antecubital fossa	HMP
Retroauricular.crease__763516763	Retroauricular crease	763516763	Retroauricular crease	HMP
Saliva__763516763	Saliva	763516763	Saliva	HMP
Stool__763516763	Stool	763516763	Stool	HMP
Subgingival.plaque__763516763	Subgingival plaque	763516763	Subgingival plaque	HMP
Supragingival.plaque__763516763	Supragingival plaque	763516763	Supragingival plaque	HMP
Throat__763516763	Throat	763516763	Throat	HMP
Tongue.dorsum__763516763	Tongue dorsum	763516763	Tongue dorsum	HMP
Anterior.nares__763536994	Anterior nares	763536994	Anterior nares	HMP
Attached.Keratinized.gingiva__763536994	Attached/Keratinized gingiva	763536994	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763536994	Buccal mucosa	763536994	Buccal mucosa	HMP
Hard.palate__763536994	Hard palate	763536994	Hard palate	HMP
L_Antecubital.fossa__763536994	L_Antecubital fossa	763536994	L_Antecubital fossa	HMP
Palatine.Tonsils__763536994	Palatine Tonsils	763536994	Palatine Tonsils	HMP
R_Antecubital.fossa__763536994	R_Antecubital fossa	763536994	R_Antecubital fossa	HMP
Retroauricular.crease__763536994	Retroauricular crease	763536994	Retroauricular crease	HMP
Saliva__763536994	Saliva	763536994	Saliva	HMP
Stool__763536994	Stool	763536994	Stool	HMP
Subgingival.plaque__763536994	Subgingival plaque	763536994	Subgingival plaque	HMP
Supragingival.plaque__763536994	Supragingival plaque	763536994	Supragingival plaque	HMP
Throat__763536994	Throat	763536994	Throat	HMP
Tongue.dorsum__763536994	Tongue dorsum	763536994	Tongue dorsum	HMP
Attached.Keratinized.gingiva__763557224	Attached/Keratinized gingiva	763557224	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763557224	Buccal mucosa	763557224	Buccal mucosa	HMP
Mid.vagina__763557224	Mid vagina	763557224	Mid vagina	HMP
Palatine.Tonsils__763557224	Palatine Tonsils	763557224	Palatine Tonsils	HMP
Posterior.fornix__763557224	Posterior fornix	763557224	Posterior fornix	HMP
Saliva__763557224	Saliva	763557224	Saliva	HMP
Stool__763557224	Stool	763557224	Stool	HMP
Subgingival.plaque__763557224	Subgingival plaque	763557224	Subgingival plaque	HMP
Supragingival.plaque__763557224	Supragingival plaque	763557224	Supragingival plaque	HMP
Tongue.dorsum__763557224	Tongue dorsum	763557224	Tongue dorsum	HMP
Vaginal.introitus__763557224	Vaginal introitus	763557224	Vaginal introitus	HMP
Anterior.nares__763597684	Anterior nares	763597684	Anterior nares	HMP
Attached.Keratinized.gingiva__763597684	Attached/Keratinized gingiva	763597684	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763597684	Buccal mucosa	763597684	Buccal mucosa	HMP
Hard.palate__763597684	Hard palate	763597684	Hard palate	HMP
L_Antecubital.fossa__763597684	L_Antecubital fossa	763597684	L_Antecubital fossa	HMP
Palatine.Tonsils__763597684	Palatine Tonsils	763597684	Palatine Tonsils	HMP
R_Antecubital.fossa__763597684	R_Antecubital fossa	763597684	R_Antecubital fossa	HMP
Retroauricular.crease__763597684	Retroauricular crease	763597684	Retroauricular crease	HMP
Saliva__763597684	Saliva	763597684	Saliva	HMP
Stool__763597684	Stool	763597684	Stool	HMP
Subgingival.plaque__763597684	Subgingival plaque	763597684	Subgingival plaque	HMP
Supragingival.plaque__763597684	Supragingival plaque	763597684	Supragingival plaque	HMP
Throat__763597684	Throat	763597684	Throat	HMP
Tongue.dorsum__763597684	Tongue dorsum	763597684	Tongue dorsum	HMP
Anterior.nares__763638144	Anterior nares	763638144	Anterior nares	HMP
Attached.Keratinized.gingiva__763638144	Attached/Keratinized gingiva	763638144	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763638144	Buccal mucosa	763638144	Buccal mucosa	HMP
Hard.palate__763638144	Hard palate	763638144	Hard palate	HMP
L_Antecubital.fossa__763638144	L_Antecubital fossa	763638144	L_Antecubital fossa	HMP
Mid.vagina__763638144	Mid vagina	763638144	Mid vagina	HMP
Palatine.Tonsils__763638144	Palatine Tonsils	763638144	Palatine Tonsils	HMP
Posterior.fornix__763638144	Posterior fornix	763638144	Posterior fornix	HMP
R_Antecubital.fossa__763638144	R_Antecubital fossa	763638144	R_Antecubital fossa	HMP
Retroauricular.crease__763638144	Retroauricular crease	763638144	Retroauricular crease	HMP
Saliva__763638144	Saliva	763638144	Saliva	HMP
Stool__763638144	Stool	763638144	Stool	HMP
Subgingival.plaque__763638144	Subgingival plaque	763638144	Subgingival plaque	HMP
Supragingival.plaque__763638144	Supragingival plaque	763638144	Supragingival plaque	HMP
Throat__763638144	Throat	763638144	Throat	HMP
Tongue.dorsum__763638144	Tongue dorsum	763638144	Tongue dorsum	HMP
Vaginal.introitus__763638144	Vaginal introitus	763638144	Vaginal introitus	HMP
Anterior.nares__763678604	Anterior nares	763678604	Anterior nares	HMP
Attached.Keratinized.gingiva__763678604	Attached/Keratinized gingiva	763678604	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763678604	Buccal mucosa	763678604	Buccal mucosa	HMP
Hard.palate__763678604	Hard palate	763678604	Hard palate	HMP
L_Antecubital.fossa__763678604	L_Antecubital fossa	763678604	L_Antecubital fossa	HMP
Palatine.Tonsils__763678604	Palatine Tonsils	763678604	Palatine Tonsils	HMP
R_Antecubital.fossa__763678604	R_Antecubital fossa	763678604	R_Antecubital fossa	HMP
Retroauricular.crease__763678604	Retroauricular crease	763678604	Retroauricular crease	HMP
Stool__763678604	Stool	763678604	Stool	HMP
Subgingival.plaque__763678604	Subgingival plaque	763678604	Subgingival plaque	HMP
Supragingival.plaque__763678604	Supragingival plaque	763678604	Supragingival plaque	HMP
Throat__763678604	Throat	763678604	Throat	HMP
Tongue.dorsum__763678604	Tongue dorsum	763678604	Tongue dorsum	HMP
Anterior.nares__763698834	Anterior nares	763698834	Anterior nares	HMP
Attached.Keratinized.gingiva__763698834	Attached/Keratinized gingiva	763698834	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763698834	Buccal mucosa	763698834	Buccal mucosa	HMP
Hard.palate__763698834	Hard palate	763698834	Hard palate	HMP
L_Antecubital.fossa__763698834	L_Antecubital fossa	763698834	L_Antecubital fossa	HMP
Mid.vagina__763698834	Mid vagina	763698834	Mid vagina	HMP
Palatine.Tonsils__763698834	Palatine Tonsils	763698834	Palatine Tonsils	HMP
Posterior.fornix__763698834	Posterior fornix	763698834	Posterior fornix	HMP
R_Antecubital.fossa__763698834	R_Antecubital fossa	763698834	R_Antecubital fossa	HMP
Retroauricular.crease__763698834	Retroauricular crease	763698834	Retroauricular crease	HMP
Stool__763698834	Stool	763698834	Stool	HMP
Subgingival.plaque__763698834	Subgingival plaque	763698834	Subgingival plaque	HMP
Supragingival.plaque__763698834	Supragingival plaque	763698834	Supragingival plaque	HMP
Throat__763698834	Throat	763698834	Throat	HMP
Tongue.dorsum__763698834	Tongue dorsum	763698834	Tongue dorsum	HMP
Vaginal.introitus__763698834	Vaginal introitus	763698834	Vaginal introitus	HMP
Anterior.nares__763719065	Anterior nares	763719065	Anterior nares	HMP
Attached.Keratinized.gingiva__763719065	Attached/Keratinized gingiva	763719065	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763719065	Buccal mucosa	763719065	Buccal mucosa	HMP
Hard.palate__763719065	Hard palate	763719065	Hard palate	HMP
L_Antecubital.fossa__763719065	L_Antecubital fossa	763719065	L_Antecubital fossa	HMP
Mid.vagina__763719065	Mid vagina	763719065	Mid vagina	HMP
Palatine.Tonsils__763719065	Palatine Tonsils	763719065	Palatine Tonsils	HMP
Posterior.fornix__763719065	Posterior fornix	763719065	Posterior fornix	HMP
R_Antecubital.fossa__763719065	R_Antecubital fossa	763719065	R_Antecubital fossa	HMP
Retroauricular.crease__763719065	Retroauricular crease	763719065	Retroauricular crease	HMP
Saliva__763719065	Saliva	763719065	Saliva	HMP
Stool__763719065	Stool	763719065	Stool	HMP
Subgingival.plaque__763719065	Subgingival plaque	763719065	Subgingival plaque	HMP
Supragingival.plaque__763719065	Supragingival plaque	763719065	Supragingival plaque	HMP
Throat__763719065	Throat	763719065	Throat	HMP
Tongue.dorsum__763719065	Tongue dorsum	763719065	Tongue dorsum	HMP
Vaginal.introitus__763719065	Vaginal introitus	763719065	Vaginal introitus	HMP
Anterior.nares__763721271	Anterior nares	763721271	Anterior nares	HMP
Attached.Keratinized.gingiva__763721271	Attached/Keratinized gingiva	763721271	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763721271	Buccal mucosa	763721271	Buccal mucosa	HMP
Hard.palate__763721271	Hard palate	763721271	Hard palate	HMP
L_Antecubital.fossa__763721271	L_Antecubital fossa	763721271	L_Antecubital fossa	HMP
Mid.vagina__763721271	Mid vagina	763721271	Mid vagina	HMP
Palatine.Tonsils__763721271	Palatine Tonsils	763721271	Palatine Tonsils	HMP
Posterior.fornix__763721271	Posterior fornix	763721271	Posterior fornix	HMP
R_Antecubital.fossa__763721271	R_Antecubital fossa	763721271	R_Antecubital fossa	HMP
Retroauricular.crease__763721271	Retroauricular crease	763721271	Retroauricular crease	HMP
Saliva__763721271	Saliva	763721271	Saliva	HMP
Stool__763721271	Stool	763721271	Stool	HMP
Subgingival.plaque__763721271	Subgingival plaque	763721271	Subgingival plaque	HMP
Supragingival.plaque__763721271	Supragingival plaque	763721271	Supragingival plaque	HMP
Throat__763721271	Throat	763721271	Throat	HMP
Tongue.dorsum__763721271	Tongue dorsum	763721271	Tongue dorsum	HMP
Vaginal.introitus__763721271	Vaginal introitus	763721271	Vaginal introitus	HMP
Anterior.nares__763759525	Anterior nares	763759525	Anterior nares	HMP
Attached.Keratinized.gingiva__763759525	Attached/Keratinized gingiva	763759525	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763759525	Buccal mucosa	763759525	Buccal mucosa	HMP
Hard.palate__763759525	Hard palate	763759525	Hard palate	HMP
L_Antecubital.fossa__763759525	L_Antecubital fossa	763759525	L_Antecubital fossa	HMP
Mid.vagina__763759525	Mid vagina	763759525	Mid vagina	HMP
Palatine.Tonsils__763759525	Palatine Tonsils	763759525	Palatine Tonsils	HMP
Posterior.fornix__763759525	Posterior fornix	763759525	Posterior fornix	HMP
R_Antecubital.fossa__763759525	R_Antecubital fossa	763759525	R_Antecubital fossa	HMP
Retroauricular.crease__763759525	Retroauricular crease	763759525	Retroauricular crease	HMP
Saliva__763759525	Saliva	763759525	Saliva	HMP
Stool__763759525	Stool	763759525	Stool	HMP
Subgingival.plaque__763759525	Subgingival plaque	763759525	Subgingival plaque	HMP
Supragingival.plaque__763759525	Supragingival plaque	763759525	Supragingival plaque	HMP
Throat__763759525	Throat	763759525	Throat	HMP
Tongue.dorsum__763759525	Tongue dorsum	763759525	Tongue dorsum	HMP
Vaginal.introitus__763759525	Vaginal introitus	763759525	Vaginal introitus	HMP
Anterior.nares__763820215	Anterior nares	763820215	Anterior nares	HMP
Attached.Keratinized.gingiva__763820215	Attached/Keratinized gingiva	763820215	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763820215	Buccal mucosa	763820215	Buccal mucosa	HMP
Hard.palate__763820215	Hard palate	763820215	Hard palate	HMP
L_Antecubital.fossa__763820215	L_Antecubital fossa	763820215	L_Antecubital fossa	HMP
Mid.vagina__763820215	Mid vagina	763820215	Mid vagina	HMP
Palatine.Tonsils__763820215	Palatine Tonsils	763820215	Palatine Tonsils	HMP
Posterior.fornix__763820215	Posterior fornix	763820215	Posterior fornix	HMP
R_Antecubital.fossa__763820215	R_Antecubital fossa	763820215	R_Antecubital fossa	HMP
Retroauricular.crease__763820215	Retroauricular crease	763820215	Retroauricular crease	HMP
Saliva__763820215	Saliva	763820215	Saliva	HMP
Stool__763820215	Stool	763820215	Stool	HMP
Subgingival.plaque__763820215	Subgingival plaque	763820215	Subgingival plaque	HMP
Supragingival.plaque__763820215	Supragingival plaque	763820215	Supragingival plaque	HMP
Tongue.dorsum__763820215	Tongue dorsum	763820215	Tongue dorsum	HMP
Vaginal.introitus__763820215	Vaginal introitus	763820215	Vaginal introitus	HMP
Anterior.nares__763840445	Anterior nares	763840445	Anterior nares	HMP
Attached.Keratinized.gingiva__763840445	Attached/Keratinized gingiva	763840445	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763840445	Buccal mucosa	763840445	Buccal mucosa	HMP
Hard.palate__763840445	Hard palate	763840445	Hard palate	HMP
L_Antecubital.fossa__763840445	L_Antecubital fossa	763840445	L_Antecubital fossa	HMP
Mid.vagina__763840445	Mid vagina	763840445	Mid vagina	HMP
Palatine.Tonsils__763840445	Palatine Tonsils	763840445	Palatine Tonsils	HMP
Posterior.fornix__763840445	Posterior fornix	763840445	Posterior fornix	HMP
R_Antecubital.fossa__763840445	R_Antecubital fossa	763840445	R_Antecubital fossa	HMP
Retroauricular.crease__763840445	Retroauricular crease	763840445	Retroauricular crease	HMP
Saliva__763840445	Saliva	763840445	Saliva	HMP
Stool__763840445	Stool	763840445	Stool	HMP
Subgingival.plaque__763840445	Subgingival plaque	763840445	Subgingival plaque	HMP
Supragingival.plaque__763840445	Supragingival plaque	763840445	Supragingival plaque	HMP
Throat__763840445	Throat	763840445	Throat	HMP
Tongue.dorsum__763840445	Tongue dorsum	763840445	Tongue dorsum	HMP
Vaginal.introitus__763840445	Vaginal introitus	763840445	Vaginal introitus	HMP
Anterior.nares__763860675	Anterior nares	763860675	Anterior nares	HMP
Attached.Keratinized.gingiva__763860675	Attached/Keratinized gingiva	763860675	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763860675	Buccal mucosa	763860675	Buccal mucosa	HMP
Hard.palate__763860675	Hard palate	763860675	Hard palate	HMP
L_Antecubital.fossa__763860675	L_Antecubital fossa	763860675	L_Antecubital fossa	HMP
Palatine.Tonsils__763860675	Palatine Tonsils	763860675	Palatine Tonsils	HMP
Retroauricular.crease__763860675	Retroauricular crease	763860675	Retroauricular crease	HMP
Saliva__763860675	Saliva	763860675	Saliva	HMP
Stool__763860675	Stool	763860675	Stool	HMP
Subgingival.plaque__763860675	Subgingival plaque	763860675	Subgingival plaque	HMP
Supragingival.plaque__763860675	Supragingival plaque	763860675	Supragingival plaque	HMP
Throat__763860675	Throat	763860675	Throat	HMP
Tongue.dorsum__763860675	Tongue dorsum	763860675	Tongue dorsum	HMP
Anterior.nares__763880905	Anterior nares	763880905	Anterior nares	HMP
Attached.Keratinized.gingiva__763880905	Attached/Keratinized gingiva	763880905	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763880905	Buccal mucosa	763880905	Buccal mucosa	HMP
Hard.palate__763880905	Hard palate	763880905	Hard palate	HMP
L_Antecubital.fossa__763880905	L_Antecubital fossa	763880905	L_Antecubital fossa	HMP
Palatine.Tonsils__763880905	Palatine Tonsils	763880905	Palatine Tonsils	HMP
R_Antecubital.fossa__763880905	R_Antecubital fossa	763880905	R_Antecubital fossa	HMP
Retroauricular.crease__763880905	Retroauricular crease	763880905	Retroauricular crease	HMP
Saliva__763880905	Saliva	763880905	Saliva	HMP
Stool__763880905	Stool	763880905	Stool	HMP
Subgingival.plaque__763880905	Subgingival plaque	763880905	Subgingival plaque	HMP
Supragingival.plaque__763880905	Supragingival plaque	763880905	Supragingival plaque	HMP
Throat__763880905	Throat	763880905	Throat	HMP
Tongue.dorsum__763880905	Tongue dorsum	763880905	Tongue dorsum	HMP
Attached.Keratinized.gingiva__763901136	Attached/Keratinized gingiva	763901136	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763901136	Buccal mucosa	763901136	Buccal mucosa	HMP
Hard.palate__763901136	Hard palate	763901136	Hard palate	HMP
L_Antecubital.fossa__763901136	L_Antecubital fossa	763901136	L_Antecubital fossa	HMP
Mid.vagina__763901136	Mid vagina	763901136	Mid vagina	HMP
Palatine.Tonsils__763901136	Palatine Tonsils	763901136	Palatine Tonsils	HMP
Posterior.fornix__763901136	Posterior fornix	763901136	Posterior fornix	HMP
R_Antecubital.fossa__763901136	R_Antecubital fossa	763901136	R_Antecubital fossa	HMP
Retroauricular.crease__763901136	Retroauricular crease	763901136	Retroauricular crease	HMP
Saliva__763901136	Saliva	763901136	Saliva	HMP
Stool__763901136	Stool	763901136	Stool	HMP
Subgingival.plaque__763901136	Subgingival plaque	763901136	Subgingival plaque	HMP
Supragingival.plaque__763901136	Supragingival plaque	763901136	Supragingival plaque	HMP
Throat__763901136	Throat	763901136	Throat	HMP
Tongue.dorsum__763901136	Tongue dorsum	763901136	Tongue dorsum	HMP
Vaginal.introitus__763901136	Vaginal introitus	763901136	Vaginal introitus	HMP
Anterior.nares__763921366	Anterior nares	763921366	Anterior nares	HMP
Attached.Keratinized.gingiva__763921366	Attached/Keratinized gingiva	763921366	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763921366	Buccal mucosa	763921366	Buccal mucosa	HMP
Hard.palate__763921366	Hard palate	763921366	Hard palate	HMP
L_Antecubital.fossa__763921366	L_Antecubital fossa	763921366	L_Antecubital fossa	HMP
Mid.vagina__763921366	Mid vagina	763921366	Mid vagina	HMP
Palatine.Tonsils__763921366	Palatine Tonsils	763921366	Palatine Tonsils	HMP
Posterior.fornix__763921366	Posterior fornix	763921366	Posterior fornix	HMP
R_Antecubital.fossa__763921366	R_Antecubital fossa	763921366	R_Antecubital fossa	HMP
Retroauricular.crease__763921366	Retroauricular crease	763921366	Retroauricular crease	HMP
Saliva__763921366	Saliva	763921366	Saliva	HMP
Stool__763921366	Stool	763921366	Stool	HMP
Subgingival.plaque__763921366	Subgingival plaque	763921366	Subgingival plaque	HMP
Supragingival.plaque__763921366	Supragingival plaque	763921366	Supragingival plaque	HMP
Throat__763921366	Throat	763921366	Throat	HMP
Tongue.dorsum__763921366	Tongue dorsum	763921366	Tongue dorsum	HMP
Vaginal.introitus__763921366	Vaginal introitus	763921366	Vaginal introitus	HMP
Anterior.nares__763982056	Anterior nares	763982056	Anterior nares	HMP
Attached.Keratinized.gingiva__763982056	Attached/Keratinized gingiva	763982056	Attached/Keratinized gingiva	HMP
Buccal.mucosa__763982056	Buccal mucosa	763982056	Buccal mucosa	HMP
Hard.palate__763982056	Hard palate	763982056	Hard palate	HMP
L_Antecubital.fossa__763982056	L_Antecubital fossa	763982056	L_Antecubital fossa	HMP
Palatine.Tonsils__763982056	Palatine Tonsils	763982056	Palatine Tonsils	HMP
R_Antecubital.fossa__763982056	R_Antecubital fossa	763982056	R_Antecubital fossa	HMP
Retroauricular.crease__763982056	Retroauricular crease	763982056	Retroauricular crease	HMP
Saliva__763982056	Saliva	763982056	Saliva	HMP
Stool__763982056	Stool	763982056	Stool	HMP
Subgingival.plaque__763982056	Subgingival plaque	763982056	Subgingival plaque	HMP
Supragingival.plaque__763982056	Supragingival plaque	763982056	Supragingival plaque	HMP
Throat__763982056	Throat	763982056	Throat	HMP
Tongue.dorsum__763982056	Tongue dorsum	763982056	Tongue dorsum	HMP
Anterior.nares__764002286	Anterior nares	764002286	Anterior nares	HMP
Attached.Keratinized.gingiva__764002286	Attached/Keratinized gingiva	764002286	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764002286	Buccal mucosa	764002286	Buccal mucosa	HMP
Hard.palate__764002286	Hard palate	764002286	Hard palate	HMP
L_Antecubital.fossa__764002286	L_Antecubital fossa	764002286	L_Antecubital fossa	HMP
Palatine.Tonsils__764002286	Palatine Tonsils	764002286	Palatine Tonsils	HMP
R_Antecubital.fossa__764002286	R_Antecubital fossa	764002286	R_Antecubital fossa	HMP
Retroauricular.crease__764002286	Retroauricular crease	764002286	Retroauricular crease	HMP
Saliva__764002286	Saliva	764002286	Saliva	HMP
Stool__764002286	Stool	764002286	Stool	HMP
Subgingival.plaque__764002286	Subgingival plaque	764002286	Subgingival plaque	HMP
Supragingival.plaque__764002286	Supragingival plaque	764002286	Supragingival plaque	HMP
Throat__764002286	Throat	764002286	Throat	HMP
Tongue.dorsum__764002286	Tongue dorsum	764002286	Tongue dorsum	HMP
Anterior.nares__764042746	Anterior nares	764042746	Anterior nares	HMP
Attached.Keratinized.gingiva__764042746	Attached/Keratinized gingiva	764042746	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764042746	Buccal mucosa	764042746	Buccal mucosa	HMP
Hard.palate__764042746	Hard palate	764042746	Hard palate	HMP
L_Antecubital.fossa__764042746	L_Antecubital fossa	764042746	L_Antecubital fossa	HMP
Mid.vagina__764042746	Mid vagina	764042746	Mid vagina	HMP
Palatine.Tonsils__764042746	Palatine Tonsils	764042746	Palatine Tonsils	HMP
Posterior.fornix__764042746	Posterior fornix	764042746	Posterior fornix	HMP
R_Antecubital.fossa__764042746	R_Antecubital fossa	764042746	R_Antecubital fossa	HMP
Retroauricular.crease__764042746	Retroauricular crease	764042746	Retroauricular crease	HMP
Stool__764042746	Stool	764042746	Stool	HMP
Subgingival.plaque__764042746	Subgingival plaque	764042746	Subgingival plaque	HMP
Supragingival.plaque__764042746	Supragingival plaque	764042746	Supragingival plaque	HMP
Throat__764042746	Throat	764042746	Throat	HMP
Tongue.dorsum__764042746	Tongue dorsum	764042746	Tongue dorsum	HMP
Vaginal.introitus__764042746	Vaginal introitus	764042746	Vaginal introitus	HMP
Anterior.nares__764062976	Anterior nares	764062976	Anterior nares	HMP
Attached.Keratinized.gingiva__764062976	Attached/Keratinized gingiva	764062976	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764062976	Buccal mucosa	764062976	Buccal mucosa	HMP
Hard.palate__764062976	Hard palate	764062976	Hard palate	HMP
L_Antecubital.fossa__764062976	L_Antecubital fossa	764062976	L_Antecubital fossa	HMP
Mid.vagina__764062976	Mid vagina	764062976	Mid vagina	HMP
Palatine.Tonsils__764062976	Palatine Tonsils	764062976	Palatine Tonsils	HMP
Posterior.fornix__764062976	Posterior fornix	764062976	Posterior fornix	HMP
R_Antecubital.fossa__764062976	R_Antecubital fossa	764062976	R_Antecubital fossa	HMP
Retroauricular.crease__764062976	Retroauricular crease	764062976	Retroauricular crease	HMP
Saliva__764062976	Saliva	764062976	Saliva	HMP
